contestacao_id,pedido_id,data_pedido,mes,cliente_hash,loja_id,cidade,categoria_loja,motivo,relato_cliente,relato_ausente,itens_pedido,itens_contestados,percentual_itens_contestados,selecao_completa,foto_anexada,idade_conta_dias,contestacoes_60d,recorrencia_alta,evidencia_incompativel,cluster_conta,conta_relacionada,status_resposta_loja,sem_resposta_loja,rota_decisao,decisao_final,valor_pedido,valor_reembolso,valor_alto,score_regra,faixa_risco,exposicao_confirmada,exposicao_potencial
CON01224,PED009300,2025-02-19,2025-02,anon_966637ec01,LOJ0378,São Paulo,Pet Shop,qualidade,A comida chegou fria e com qualidade abaixo do esperado.,0,4,1,0.25,0,1,575,2,0,0,GRP059,1,sem_resposta,1,autoaprovada,aprovada,60.58,30.59,0,22,intermediario,0,0.0
CON01247,PED011514,2025-02-19,2025-02,anon_bbdc2a6277,LOJ0250,São Paulo,Farmácia,pedido_incorreto,Entregaram outro item no lugar do que comprei.,0,6,4,0.6666666666666666,0,1,195,0,0,1,,0,respondida,0,negada_ou_retirada,retirada,56.39,0.0,0,14,intermediario,0,0.0
CON01278,PED012679,2025-02-19,2025-02,anon_573d214f95,LOJ0330,Sorocaba,Restaurante,item_faltante,"O pedido chegou incompleto, faltou parte da compra.",0,2,1,0.5,0,0,158,0,0,0,,0,respondida,0,revisao_manual,aprovada,71.84,45.01,0,0,baixo,0,0.0
CON01312,PED017156,2025-02-19,2025-02,anon_bbd69a9513,LOJ0426,Sorocaba,Mercado,pedido_incorreto,O pedido veio errado e preciso corrigir a cobrança.,0,5,3,0.6,0,1,763,1,0,0,,0,respondida,0,negada_ou_retirada,negada,103.31,0.0,0,-8,baixo,0,0.0
CON01377,PED014748,2025-02-19,2025-02,anon_96e5929a19,LOJ0384,São Paulo,Restaurante,nao_entregue,"Consta entrega concluída, porém nada foi recebido.",0,7,5,0.7142857142857143,0,1,1150,0,0,1,,0,respondida,0,autoaprovada,aprovada,58.32,37.45,0,14,intermediario,1,37.45
CON01404,PED016791,2025-02-19,2025-02,anon_2be315b70e,LOJ0355,Campinas,Restaurante,produto_avariado,O item vazou durante a entrega e não dava para consumir.,0,6,3,0.5,0,0,2061,2,0,0,,0,sem_resposta,1,autoaprovada,aprovada,142.87,93.31,0,16,intermediario,0,0.0
CON01429,PED015395,2025-02-19,2025-02,anon_70973967cb,LOJ0043,Santos,Mercado,nao_entregue,"O aplicativo marcou como entregue, mas não recebi o pedido.",0,7,2,0.2857142857142857,0,0,770,1,0,0,,0,sem_resposta,1,autoaprovada,aprovada,112.95,97.36,0,16,intermediario,0,0.0
CON01433,PED017929,2025-02-19,2025-02,anon_a6d615f3d1,LOJ0103,Sorocaba,Mercado,item_faltante,"O pedido chegou incompleto, faltou parte da compra.",0,2,1,0.5,0,0,1155,2,0,0,,0,respondida,0,autoaprovada,aprovada,58.42,25.02,0,0,baixo,0,0.0
CON01439,PED014601,2025-02-19,2025-02,anon_ad305988c5,LOJ0136,Campinas,Restaurante,qualidade,A qualidade não correspondeu ao que foi anunciado.,0,3,1,0.3333333333333333,0,1,2015,0,0,0,,0,sem_resposta,1,negada_ou_retirada,negada,42.35,0.0,0,8,baixo,0,0.0
CON00727,PED010724,2025-02-20,2025-02,anon_9caf1ce756,LOJ0176,Santos,Restaurante,produto_avariado,O produto chegou danificado dentro da sacola.,0,4,3,0.75,0,1,135,1,0,0,,0,respondida,0,autoaprovada,aprovada,108.32,72.22,0,-8,baixo,0,0.0
CON00731,PED010333,2025-02-20,2025-02,anon_222a29d44e,LOJ0412,Campinas,Restaurante,nao_entregue,"Consta entrega concluída, porém nada foi recebido.",0,6,4,0.6666666666666666,0,1,212,1,0,0,,0,sem_resposta,1,autoaprovada,aprovada,91.96,25.8,0,8,baixo,0,0.0
CON00768,PED012364,2025-02-20,2025-02,anon_60cc1e9b3b,LOJ0113,São Paulo,Mercado,item_faltante,Não recebi todos os itens que estavam na nota.,0,3,1,0.3333333333333333,0,0,1825,0,0,0,,0,respondida,0,autoaprovada,aprovada,95.7,64.94,0,0,baixo,0,0.0
CON00774,PED018961,2025-02-20,2025-02,anon_46b39c8ba1,LOJ0109,Campinas,Restaurante,pedido_incorreto,O pedido veio errado e preciso corrigir a cobrança.,0,2,1,0.5,0,1,1593,0,0,0,,0,sem_resposta,1,autoaprovada,aprovada,82.92,60.7,0,8,baixo,0,0.0
CON00793,PED013156,2025-02-20,2025-02,anon_72950b9ce7,LOJ0340,São Paulo,Restaurante,item_faltante,"O pedido chegou incompleto, faltou parte da compra.",0,5,3,0.6,0,1,1618,1,0,0,,0,respondida,0,autoaprovada,aprovada,124.27,57.24,0,-8,baixo,0,0.0
CON00803,PED013251,2025-02-20,2025-02,anon_4c5acf2197,LOJ0162,Campinas,Pet Shop,item_faltante,sem relato informado,1,6,3,0.5,0,1,639,0,0,0,GRP004,1,respondida,0,autoaprovada,aprovada,64.14,50.03,0,6,baixo,0,0.0
CON00815,PED018908,2025-02-20,2025-02,anon_c9f6b5563e,LOJ0019,Sorocaba,Restaurante,produto_avariado,O produto chegou danificado dentro da sacola.,0,5,1,0.2,0,1,292,2,0,1,,0,respondida,0,autoaprovada,aprovada,90.68,44.64,0,14,intermediario,0,0.0
CON00860,PED013848,2025-02-20,2025-02,anon_c6f384d4f5,LOJ0441,São Paulo,Restaurante,item_faltante,Faltou um item do pedido e a loja não respondeu.,0,3,2,0.6666666666666666,0,0,227,0,0,0,,0,respondida,0,autoaprovada,aprovada,101.42,60.22,0,0,baixo,0,0.0
CON00912,PED017907,2025-02-20,2025-02,anon_8b46731698,LOJ0027,Campinas,Restaurante,qualidade,A comida chegou fria e com qualidade abaixo do esperado.,0,7,3,0.42857142857142855,0,0,1850,2,0,0,,0,respondida,0,autoaprovada,aprovada,107.32,80.79,0,0,baixo,0,0.0
CON00916,PED013397,2025-02-20,2025-02,anon_a309677a8d,LOJ0325,São Paulo,Restaurante,nao_entregue,O pedido não chegou no endereço informado.,0,3,3,1.0,1,1,725,0,0,0,,0,respondida,0,autoaprovada,aprovada,212.68,199.17,1,25,intermediario,0,0.0
CON00975,PED014516,2025-02-20,2025-02,anon_1cef1dfffd,LOJ0285,Campinas,Restaurante,item_faltante,Faltou um item do pedido e a loja não respondeu.,0,4,1,0.25,0,1,1524,2,0,0,,0,sem_resposta,1,revisao_manual,negada,67.16,0.0,0,8,baixo,0,0.0
CON01061,PED014240,2025-02-20,2025-02,anon_e7ca228422,LOJ0376,Campinas,Mercado,item_faltante,Faltou um item do pedido e a loja não respondeu.,0,4,4,1.0,1,1,1463,1,0,0,,0,sem_resposta,1,autoaprovada,aprovada,127.28,109.47,1,41,alto,1,109.47
CON01091,PED017137,2025-02-20,2025-02,anon_feeeabdc7a,LOJ0384,Campinas,Mercado,pedido_incorreto,O pedido veio errado e preciso corrigir a cobrança.,0,5,4,0.8,0,1,1940,2,0,0,,0,respondida,0,revisao_manual,aprovada,81.46,47.58,0,-8,baixo,0,0.0
CON01104,PED013227,2025-02-20,2025-02,anon_39f97d261c,LOJ0311,Campinas,Mercado,item_faltante,Não recebi todos os itens que estavam na nota.,0,2,1,0.5,0,1,1179,2,0,1,,0,respondida,0,revisao_manual,aprovada,72.49,42.3,0,14,intermediario,0,0.0
CON01113,PED009526,2025-02-20,2025-02,anon_55e7be8d33,LOJ0292,Sorocaba,Restaurante,qualidade,A comida chegou fria e com qualidade abaixo do esperado.,0,6,2,0.3333333333333333,0,0,1509,0,0,0,,0,sem_resposta,1,revisao_manual,aprovada,118.87,113.81,1,24,intermediario,1,113.81
CON01161,PED017945,2025-02-20,2025-02,anon_dfc8ae5b25,LOJ0189,Santos,Pet Shop,qualidade,A comida chegou fria e com qualidade abaixo do esperado.,0,6,1,0.16666666666666666,0,1,1828,3,1,0,,0,sem_resposta,1,autoaprovada,aprovada,88.32,59.41,0,28,intermediario,0,0.0
CON01166,PED012526,2025-02-20,2025-02,anon_609551266b,LOJ0218,Campinas,Restaurante,pedido_incorreto,Entregaram outro item no lugar do que comprei.,0,5,3,0.6,0,0,1153,2,0,0,,0,respondida,0,autoaprovada,aprovada,263.86,230.52,1,8,baixo,1,230.52
CON01219,PED017374,2025-02-20,2025-02,anon_d65a5ea522,LOJ0404,Campinas,Restaurante,pedido_incorreto,Entregaram outro item no lugar do que comprei.,0,4,3,0.75,0,1,83,1,0,0,,0,respondida,0,autoaprovada,aprovada,108.2,73.17,0,-8,baixo,0,0.0
CON01233,PED009767,2025-02-20,2025-02,anon_c138a63760,LOJ0387,São Paulo,Restaurante,item_faltante,Não recebi todos os itens que estavam na nota.,0,2,1,0.5,0,0,914,1,0,0,,0,respondida,0,autoaprovada,aprovada,145.23,134.36,1,8,baixo,0,0.0
CON01285,PED018785,2025-02-20,2025-02,anon_b88f96260e,LOJ0288,Santos,Restaurante,produto_avariado,A embalagem chegou aberta e o produto estava avariado.,0,3,2,0.6666666666666666,0,1,1375,1,0,0,,0,respondida,0,negada_ou_retirada,negada,104.36,0.0,0,-8,baixo,0,0.0
CON01296,PED014307,2025-02-20,2025-02,anon_246a699693,LOJ0184,Campinas,Restaurante,item_faltante,"O pedido chegou incompleto, faltou parte da compra.",0,2,1,0.5,0,1,1217,0,0,0,,0,respondida,0,autoaprovada,aprovada,126.44,108.34,1,0,baixo,0,0.0
CON01299,PED015144,2025-02-20,2025-02,anon_f423ada0a9,LOJ0134,Santos,Farmácia,item_faltante,Faltou um item do pedido e a loja não respondeu.,0,3,3,1.0,1,0,783,2,0,0,,0,respondida,0,revisao_manual,negada,107.05,0.0,0,25,intermediario,0,0.0
CON01319,PED015533,2025-02-20,2025-02,anon_17794574b5,LOJ0004,Santos,Mercado,pedido_incorreto,Entregaram outro item no lugar do que comprei.,0,3,2,0.6666666666666666,0,0,1524,2,0,0,,0,respondida,0,negada_ou_retirada,negada,95.29,0.0,0,0,baixo,0,0.0
CON01338,PED010899,2025-02-20,2025-02,anon_f5cdbf22e4,LOJ0412,São Paulo,Restaurante,pedido_incorreto,Recebi produtos diferentes do que selecionei.,0,5,1,0.2,0,0,368,0,0,0,,0,respondida,0,autoaprovada,aprovada,139.55,104.42,1,8,baixo,0,0.0
CON01411,PED015385,2025-02-20,2025-02,anon_aadf43cdee,LOJ0236,São Paulo,Farmácia,pedido_incorreto,Entregaram outro item no lugar do que comprei.,0,2,1,0.5,0,0,314,0,0,0,,0,respondida,0,revisao_manual,aprovada,88.77,44.32,0,0,baixo,0,0.0
CON01423,PED015414,2025-02-20,2025-02,anon_3c6aaeecf0,LOJ0450,Sorocaba,Farmácia,pedido_incorreto,Entregaram outro item no lugar do que comprei.,0,7,4,0.5714285714285714,0,1,1932,0,0,1,GRP063,1,respondida,0,autoaprovada,aprovada,102.47,76.36,0,28,intermediario,0,0.0
CON00716,PED014720,2025-02-21,2025-02,anon_83e80de19b,LOJ0295,Sorocaba,Restaurante,qualidade,A qualidade não correspondeu ao que foi anunciado.,0,5,5,1.0,1,1,1937,2,0,0,,0,respondida,0,negada_ou_retirada,retirada,58.88,0.0,0,17,intermediario,0,0.0
CON00718,PED015088,2025-02-21,2025-02,anon_fc8a1bbbd0,LOJ0061,Santos,Restaurante,produto_avariado,O item vazou durante a entrega e não dava para consumir.,0,2,1,0.5,0,1,726,0,0,0,,0,sem_resposta,1,autoaprovada,aprovada,80.75,52.88,0,8,baixo,0,0.0
CON00733,PED018502,2025-02-21,2025-02,anon_f0f498ee25,LOJ0387,Sorocaba,Restaurante,pedido_incorreto,Entregaram outro item no lugar do que comprei.,0,7,6,0.8571428571428571,0,1,761,0,0,0,,0,respondida,0,negada_ou_retirada,negada,90.68,0.0,0,-8,baixo,0,0.0
CON00740,PED014133,2025-02-21,2025-02,anon_213b69b275,LOJ0386,São Paulo,Restaurante,item_faltante,"O pedido chegou incompleto, faltou parte da compra.",0,5,3,0.6,0,0,1856,0,0,0,,0,respondida,0,autoaprovada,aprovada,112.16,77.53,0,0,baixo,0,0.0
CON00859,PED018486,2025-02-21,2025-02,anon_a7702aa3bf,LOJ0090,São Paulo,Restaurante,nao_entregue,O pedido não chegou no endereço informado.,0,4,2,0.5,0,1,351,2,0,0,,0,respondida,0,autoaprovada,aprovada,115.5,82.23,0,-8,baixo,0,0.0
CON00862,PED016239,2025-02-21,2025-02,anon_f633893504,LOJ0252,São Paulo,Restaurante,qualidade,O produto estava com aparência ruim quando chegou.,0,2,1,0.5,0,1,536,4,1,0,,0,respondida,0,revisao_manual,negada,69.91,0.0,0,12,baixo,0,0.0
CON00893,PED011734,2025-02-21,2025-02,anon_bb1aeef6a3,LOJ0131,São Paulo,Restaurante,item_faltante,Faltou um item do pedido e a loja não respondeu.,0,2,2,1.0,1,1,1888,0,0,0,,0,respondida,0,autoaprovada,aprovada,160.21,62.34,0,17,intermediario,0,0.0
CON00922,PED011192,2025-02-21,2025-02,anon_1e3e30027f,LOJ0284,São Paulo,Restaurante,pedido_incorreto,O pedido veio errado e preciso corrigir a cobrança.,0,4,1,0.25,0,1,1104,1,0,0,,0,respondida,0,autoaprovada,aprovada,101.64,83.74,0,-8,baixo,0,0.0
CON00926,PED009349,2025-02-21,2025-02,anon_0a13b23686,LOJ0401,São Paulo,Restaurante,produto_avariado,O produto chegou danificado dentro da sacola.,0,5,1,0.2,0,0,1061,1,0,0,,0,respondida,0,autoaprovada,aprovada,75.17,41.32,0,0,baixo,0,0.0
CON00930,PED015953,2025-02-21,2025-02,anon_6e476f4870,LOJ0420,São Paulo,Restaurante,produto_avariado,O produto chegou danificado dentro da sacola.,0,4,2,0.5,0,0,681,3,1,0,,0,sem_resposta,1,autoaprovada,aprovada,69.78,50.84,0,36,alto,0,0.0
CON00945,PED013761,2025-02-21,2025-02,anon_9890ce2b9d,LOJ0273,São Paulo,Mercado,produto_avariado,A embalagem chegou aberta e o produto estava avariado.,0,6,4,0.6666666666666666,0,1,53,2,0,1,,0,respondida,0,autoaprovada,aprovada,130.32,95.75,0,14,intermediario,0,0.0
CON00959,PED013752,2025-02-21,2025-02,anon_0db0434234,LOJ0115,Sorocaba,Restaurante,qualidade,O produto estava com aparência ruim quando chegou.,0,3,1,0.3333333333333333,0,1,2093,1,0,0,,0,respondida,0,autoaprovada,aprovada,99.14,67.04,0,-8,baixo,0,0.0
CON00962,PED016778,2025-02-21,2025-02,anon_a36f9ec39c,LOJ0277,Campinas,Mercado,produto_avariado,O item vazou durante a entrega e não dava para consumir.,0,7,2,0.2857142857142857,0,0,1333,0,0,0,,0,respondida,0,autoaprovada,aprovada,94.15,38.63,0,0,baixo,0,0.0
CON00996,PED017502,2025-02-21,2025-02,anon_021fb33190,LOJ0106,Campinas,Mercado,nao_entregue,O pedido não chegou no endereço informado.,0,3,3,1.0,1,0,1624,1,0,0,,0,sem_resposta,1,autoaprovada,aprovada,134.61,102.36,1,49,alto,0,0.0
CON01008,PED017994,2025-02-21,2025-02,anon_068249a840,LOJ0415,Campinas,Restaurante,produto_avariado,O item vazou durante a entrega e não dava para consumir.,0,5,1,0.2,0,1,906,1,0,1,,0,sem_resposta,1,autoaprovada,aprovada,113.6,88.34,0,30,alto,0,0.0
CON01138,PED013244,2025-02-21,2025-02,anon_aaa3d885a8,LOJ0058,São Paulo,Restaurante,pedido_incorreto,Recebi produtos diferentes do que selecionei.,0,6,6,1.0,1,1,538,0,0,0,,0,respondida,0,autoaprovada,aprovada,91.96,68.26,0,17,intermediario,0,0.0
CON01190,PED016876,2025-02-21,2025-02,anon_b44c0045e2,LOJ0415,Campinas,Restaurante,nao_entregue,"O aplicativo marcou como entregue, mas não recebi o pedido.",0,2,1,0.5,0,0,1658,6,1,0,,0,respondida,0,autoaprovada,aprovada,69.83,42.53,0,20,intermediario,1,42.53
CON01259,PED014943,2025-02-21,2025-02,anon_d34d6d810a,LOJ0423,Campinas,Restaurante,item_faltante,"O pedido chegou incompleto, faltou parte da compra.",0,5,5,1.0,1,0,1262,1,0,0,,0,respondida,0,autoaprovada,aprovada,139.13,28.03,0,25,intermediario,0,0.0
CON01295,PED015517,2025-02-21,2025-02,anon_eb92cb8c54,LOJ0235,São Paulo,Farmácia,pedido_incorreto,Recebi produtos diferentes do que selecionei.,0,6,5,0.8333333333333334,0,1,1016,1,0,0,GRP060,1,sem_resposta,1,autoaprovada,aprovada,132.45,104.21,1,30,alto,0,0.0
CON01373,PED018043,2025-02-21,2025-02,anon_dcccb0c7dd,LOJ0262,Campinas,Restaurante,item_faltante,Não recebi todos os itens que estavam na nota.,0,6,4,0.6666666666666666,0,1,1229,0,0,0,,0,sem_resposta,1,revisao_manual,negada,42.81,0.0,0,8,baixo,0,0.0
CON01397,PED012734,2025-02-21,2025-02,anon_df8a6c1840,LOJ0337,Campinas,Mercado,nao_entregue,"O aplicativo marcou como entregue, mas não recebi o pedido.",0,3,2,0.6666666666666666,0,1,793,1,0,0,,0,respondida,0,autoaprovada,aprovada,110.3,87.73,0,-8,baixo,0,0.0
CON01434,PED016280,2025-02-21,2025-02,anon_92341a5b2d,LOJ0067,Santos,Farmácia,item_faltante,Não recebi todos os itens que estavam na nota.,0,6,5,0.8333333333333334,0,1,2058,5,1,0,,0,respondida,0,autoaprovada,aprovada,113.51,78.99,0,12,baixo,0,0.0
CON00743,PED016040,2025-02-22,2025-02,anon_5020d0072f,LOJ0394,São Paulo,Mercado,item_faltante,"O pedido chegou incompleto, faltou parte da compra.",0,2,1,0.5,0,1,695,1,0,0,,0,respondida,0,autoaprovada,aprovada,100.29,70.53,0,-8,baixo,0,0.0
CON00772,PED018933,2025-02-22,2025-02,anon_5bf5a45932,LOJ0325,Campinas,Restaurante,produto_avariado,O produto chegou danificado dentro da sacola.,0,5,1,0.2,0,0,2153,1,0,0,,0,sem_resposta,1,negada_ou_retirada,negada,41.76,0.0,0,16,intermediario,0,0.0
CON00784,PED010548,2025-02-22,2025-02,anon_43a5fe750b,LOJ0195,São Paulo,Mercado,nao_entregue,O pedido não chegou no endereço informado.,0,3,1,0.3333333333333333,0,0,1415,0,0,0,,0,sem_resposta,1,negada_ou_retirada,negada,70.35,0.0,0,16,intermediario,0,0.0
CON00798,PED015234,2025-02-22,2025-02,anon_33fdd7c7ff,LOJ0288,São Paulo,Restaurante,qualidade,O produto estava com aparência ruim quando chegou.,0,6,3,0.5,0,1,426,0,0,0,,0,respondida,0,autoaprovada,aprovada,75.98,59.68,0,-8,baixo,0,0.0
CON00800,PED013435,2025-02-22,2025-02,anon_404bbd7c8d,LOJ0362,Campinas,Restaurante,item_faltante,Não recebi todos os itens que estavam na nota.,0,2,1,0.5,0,1,333,0,0,0,,0,respondida,0,autoaprovada,aprovada,90.74,66.4,0,-8,baixo,0,0.0
CON00831,PED016701,2025-02-22,2025-02,anon_7fe1caa923,LOJ0027,Campinas,Farmácia,item_faltante,Não recebi todos os itens que estavam na nota.,0,3,2,0.6666666666666666,0,1,1183,1,0,0,,0,sem_resposta,1,negada_ou_retirada,retirada,105.5,0.0,0,8,baixo,0,0.0
CON00842,PED016613,2025-02-22,2025-02,anon_45dc9ba574,LOJ0416,Campinas,Mercado,nao_entregue,"Consta entrega concluída, porém nada foi recebido.",0,6,1,0.16666666666666666,0,1,1647,1,0,1,,0,sem_resposta,1,negada_ou_retirada,negada,60.97,0.0,0,30,alto,0,0.0
CON00861,PED017826,2025-02-22,2025-02,anon_15b0a63894,LOJ0243,Campinas,Pet Shop,nao_entregue,O pedido não chegou no endereço informado.,0,4,1,0.25,0,1,987,1,0,0,,0,respondida,0,autoaprovada,aprovada,84.53,67.49,0,-8,baixo,0,0.0
CON00864,PED017651,2025-02-22,2025-02,anon_c8c0bb629b,LOJ0126,São Paulo,Restaurante,qualidade,A comida chegou fria e com qualidade abaixo do esperado.,0,2,1,0.5,0,0,2353,2,0,0,,0,sem_resposta,1,autoaprovada,aprovada,107.74,64.2,0,16,intermediario,0,0.0
CON00931,PED018190,2025-02-22,2025-02,anon_b9657e099c,LOJ0086,Santos,Restaurante,produto_avariado,A embalagem chegou aberta e o produto estava avariado.,0,5,3,0.6,0,0,2306,0,0,0,,0,respondida,0,autoaprovada,aprovada,116.99,112.54,1,8,baixo,1,112.54
CON00969,PED018473,2025-02-22,2025-02,anon_621d5da17c,LOJ0376,Campinas,Restaurante,produto_avariado,O item vazou durante a entrega e não dava para consumir.,0,2,1,0.5,0,0,1020,2,0,0,GRP050,1,respondida,0,autoaprovada,aprovada,126.24,101.14,1,22,intermediario,0,0.0
CON00974,PED013847,2025-02-22,2025-02,anon_74b29adfd2,LOJ0384,Campinas,Farmácia,produto_avariado,O item vazou durante a entrega e não dava para consumir.,0,3,1,0.3333333333333333,0,1,1774,2,0,0,,0,respondida,0,autoaprovada,aprovada,84.95,72.33,0,-8,baixo,0,0.0
CON00998,PED012871,2025-02-22,2025-02,anon_82a112d5d3,LOJ0318,Campinas,Restaurante,produto_avariado,O produto chegou danificado dentro da sacola.,0,3,1,0.3333333333333333,0,0,1567,0,0,0,,0,respondida,0,autoaprovada,aprovada,89.47,63.16,0,0,baixo,0,0.0
CON00999,PED015168,2025-02-22,2025-02,anon_bb3c54d0ca,LOJ0440,Campinas,Restaurante,produto_avariado,A embalagem chegou aberta e o produto estava avariado.,0,3,1,0.3333333333333333,0,1,1844,0,0,0,,0,respondida,0,autoaprovada,aprovada,177.26,150.13,1,0,baixo,0,0.0
CON01021,PED011097,2025-02-22,2025-02,anon_d116074f59,LOJ0005,Sorocaba,Mercado,item_faltante,Faltou um item do pedido e a loja não respondeu.,0,6,1,0.16666666666666666,0,1,812,6,1,0,,0,sem_resposta,1,autoaprovada,aprovada,150.45,69.8,0,28,intermediario,0,0.0
CON01074,PED014993,2025-02-22,2025-02,anon_168c00adeb,LOJ0213,São Paulo,Restaurante,qualidade,A qualidade não correspondeu ao que foi anunciado.,0,3,1,0.3333333333333333,0,1,1817,0,0,0,,0,respondida,0,autoaprovada,aprovada,100.45,43.52,0,-8,baixo,0,0.0
CON01095,PED012075,2025-02-22,2025-02,anon_e78f55b9ba,LOJ0414,São Paulo,Restaurante,pedido_incorreto,Entregaram outro item no lugar do que comprei.,0,6,2,0.3333333333333333,0,1,1395,1,0,0,,0,sem_resposta,1,autoaprovada,aprovada,98.8,60.23,0,8,baixo,0,0.0
CON01116,PED015966,2025-02-22,2025-02,anon_ec539d1081,LOJ0263,Campinas,Farmácia,produto_avariado,O produto chegou danificado dentro da sacola.,0,7,3,0.42857142857142855,0,1,782,0,0,0,,0,sem_resposta,1,autoaprovada,aprovada,100.39,67.01,0,8,baixo,0,0.0
CON01151,PED018711,2025-02-22,2025-02,anon_9a59204658,LOJ0417,Campinas,Pet Shop,item_faltante,Não recebi todos os itens que estavam na nota.,0,4,2,0.5,0,1,338,1,0,0,,0,respondida,0,autoaprovada,aprovada,129.77,26.57,0,-8,baixo,0,0.0
CON01207,PED014410,2025-02-22,2025-02,anon_2698e3985e,LOJ0215,Campinas,Restaurante,pedido_incorreto,Recebi produtos diferentes do que selecionei.,0,5,3,0.6,0,1,1333,0,0,0,,0,respondida,0,autoaprovada,aprovada,61.71,50.32,0,-8,baixo,0,0.0
CON01222,PED014176,2025-02-22,2025-02,anon_c13fe5dc06,LOJ0072,Santos,Mercado,pedido_incorreto,Entregaram outro item no lugar do que comprei.,0,5,1,0.2,0,1,2341,0,0,0,,0,sem_resposta,1,autoaprovada,aprovada,135.87,100.78,1,16,intermediario,0,0.0
CON01239,PED015129,2025-02-22,2025-02,anon_3dfb01bf76,LOJ0180,Campinas,Restaurante,item_faltante,"O pedido chegou incompleto, faltou parte da compra.",0,2,2,1.0,1,1,454,0,0,0,,0,respondida,0,autoaprovada,aprovada,81.47,55.36,0,17,intermediario,0,0.0
CON01275,PED011612,2025-02-22,2025-02,anon_ea91cbb61d,LOJ0289,Campinas,Restaurante,item_faltante,"O pedido chegou incompleto, faltou parte da compra.",0,4,4,1.0,1,1,300,1,0,1,,0,sem_resposta,1,autoaprovada,aprovada,181.64,145.29,1,63,alto,1,145.29
CON01311,PED014448,2025-02-22,2025-02,anon_47c8bb9cd3,LOJ0051,Santos,Restaurante,pedido_incorreto,O pedido veio errado e preciso corrigir a cobrança.,0,2,1,0.5,0,1,1853,1,0,1,,0,respondida,0,autoaprovada,aprovada,58.71,21.38,0,14,intermediario,1,21.38
CON01354,PED011985,2025-02-22,2025-02,anon_479a234875,LOJ0173,Campinas,Farmácia,item_faltante,"O pedido chegou incompleto, faltou parte da compra.",0,2,1,0.5,0,1,1365,0,0,1,,0,respondida,0,negada_ou_retirada,retirada,105.3,0.0,0,14,intermediario,0,0.0
CON01387,PED014732,2025-02-22,2025-02,anon_7fe65e9aca,LOJ0061,São Paulo,Restaurante,produto_avariado,A embalagem chegou aberta e o produto estava avariado.,0,5,1,0.2,0,1,2140,0,0,1,,0,respondida,0,revisao_manual,aprovada,85.31,72.13,0,14,intermediario,1,72.13
CON01395,PED016974,2025-02-22,2025-02,anon_afc1a29960,LOJ0002,Campinas,Restaurante,pedido_incorreto,O pedido veio errado e preciso corrigir a cobrança.,0,3,1,0.3333333333333333,0,1,346,1,0,0,,0,sem_resposta,1,autoaprovada,aprovada,182.4,173.03,1,16,intermediario,0,0.0
CON01402,PED017085,2025-02-22,2025-02,anon_8d1994d2ec,LOJ0022,Campinas,Restaurante,item_faltante,Não recebi todos os itens que estavam na nota.,0,5,5,1.0,1,1,2068,1,0,0,,0,respondida,0,autoaprovada,aprovada,122.03,93.11,0,17,intermediario,1,93.11
CON01432,PED015606,2025-02-22,2025-02,anon_f36efd52c3,LOJ0219,São Paulo,Pet Shop,produto_avariado,O item vazou durante a entrega e não dava para consumir.,0,4,1,0.25,0,1,1967,0,0,0,,0,respondida,0,autoaprovada,aprovada,87.65,55.92,0,-8,baixo,0,0.0
CON00709,PED015714,2025-02-23,2025-02,anon_91696dc558,LOJ0351,Campinas,Restaurante,nao_entregue,"O aplicativo marcou como entregue, mas não recebi o pedido.",0,3,2,0.6666666666666666,0,1,230,0,0,0,,0,sem_resposta,1,autoaprovada,aprovada,180.12,154.04,1,16,intermediario,0,0.0
CON00746,PED017979,2025-02-23,2025-02,anon_3246c7d426,LOJ0144,São Paulo,Restaurante,produto_avariado,O item vazou durante a entrega e não dava para consumir.,0,2,1,0.5,0,1,173,0,0,0,,0,sem_resposta,1,autoaprovada,aprovada,90.97,65.79,0,8,baixo,0,0.0
CON00775,PED011800,2025-02-23,2025-02,anon_e8970749ae,LOJ0352,São Paulo,Restaurante,pedido_incorreto,Entregaram outro item no lugar do que comprei.,0,2,1,0.5,0,1,1979,0,0,0,,0,respondida,0,revisao_manual,negada,65.1,0.0,0,-8,baixo,0,0.0
CON00817,PED015723,2025-02-23,2025-02,anon_600c46c4b6,LOJ0306,Santos,Restaurante,pedido_incorreto,O pedido veio errado e preciso corrigir a cobrança.,0,2,1,0.5,0,1,1324,1,0,0,,0,respondida,0,autoaprovada,aprovada,156.94,57.31,0,-8,baixo,1,57.31
CON00928,PED010687,2025-02-23,2025-02,anon_d9ce68d8b9,LOJ0254,Santos,Restaurante,pedido_incorreto,Recebi produtos diferentes do que selecionei.,0,2,1,0.5,0,0,1650,1,0,0,,0,sem_resposta,1,autoaprovada,aprovada,65.92,46.98,0,16,intermediario,0,0.0
CON00933,PED009639,2025-02-23,2025-02,anon_865ecbcc2b,LOJ0378,Santos,Restaurante,pedido_incorreto,Recebi produtos diferentes do que selecionei.,0,2,1,0.5,0,1,524,2,0,0,,0,respondida,0,autoaprovada,aprovada,127.48,64.97,0,-8,baixo,0,0.0
CON00936,PED018361,2025-02-23,2025-02,anon_3efb5866f7,LOJ0413,Santos,Restaurante,item_faltante,Não recebi todos os itens que estavam na nota.,0,2,1,0.5,0,1,1720,2,0,0,,0,sem_resposta,1,autoaprovada,aprovada,107.07,69.25,0,8,baixo,0,0.0
