contestacao_id,pedido_id,data_pedido,cliente_id,loja_id,itens_pedido,valor_pedido,motivo,relato_cliente,foto_anexada,idade_conta_dias,contestacoes_60d,itens_contestados,evidencia_incompativel,cluster_conta,status_resposta_loja,rota_decisao,decisao_final,valor_reembolso,exposicao_confirmada
CON00370,PED004837,2025-01-14,CLI02127,LOJ0093,6,119.01,item_faltante,Faltou um item do pedido e a loja não respondeu.,1,1742,0,6,0,,SEM RESPOSTA,autoaprovada,aprovada,101.42,0
CON00371,PED000252,2025-01-06,CLI15553,LOJ0108,2,122.01,item_faltante,"O pedido chegou incompleto, faltou parte da compra.",1,1110,0,1,0,,respondida,autoaprovada,aprovada,54.52,0
CON00372,PED006753,2025-01-19,CLI16981,LOJ0065,5,"84,43",item_faltante,"O pedido chegou incompleto, faltou parte da compra.",0,525,0,4,0,,respondida,negada_ou_retirada,negada,"R$ 0,00",0
CON00373,PED007222,30/01/2025,CLI08429,LOJ0159,3,83.03,pedido_incorreto,Entregaram outro item no lugar do que comprei.,1,1908,1,1,0,GRP107,sem_resposta,autoaprovada,aprovada,64.66,0
CON00374,PED005646,2025-01-09,CLI02471,LOJ0346,6,138.27,produto_avariado,A embalagem chegou aberta e o produto estava avariado.,1,649,2,3,0,,sem resposta,autoaprovada,aprovada,105.42,0
CON00375,PED008003,2025-01-23,CLI13491,LOJ0301,4,"R$ 81,12",item_faltante,Não recebi todos os itens que estavam na nota.,1,14,1,2,0,,respondida,revisao_manual,aprovada,44.25,0
CON00376,PED001243,2025-01-09,CLI07821,LOJ0068,5,153.88,pedido_incorreto,O pedido veio errado e preciso corrigir a cobrança.,1,22,0,3,0,,respondida,autoaprovada,aprovada,"101,01",0
CON00377,PED006692,2025-01-10,CLI01189,LOJ0256,5,173.46,item_faltante,"O pedido chegou incompleto, faltou parte da compra.",1,520,2,1,0,,sem_resposta,autoaprovada,aprovada,150.63,0
CON00378,PED000782,2025-01-02,CLI17523,LOJ0205,5,79.49,item_faltante,Não recebi todos os itens que estavam na nota.,1,907,0,4,0,,respondida,revisao_manual,aprovada,56.23,0
CON00379,PED008964,20/01/2025,CLI05357,LOJ0425,2,"78,47",item_faltante,Faltou um item do pedido e a loja não respondeu.,1,187,5,1,0,,respondida,autoaprovada,aprovada,43.93,0
CON00380,PED004079,2025-01-04,CLI16499,LOJ0323,7,125.01,pedido_incorreto,O pedido veio errado e preciso corrigir a cobrança.,1,528,1,7,0,,respondida,autoaprovada,aprovada,118.04,0
CON00381,PED007504,2025-01-07,CLI00668,LOJ0145,4,34.43,qualidade,A qualidade não correspondeu ao que foi anunciado.,0,834,0,1,0,,respondida,negada_ou_retirada,negada,0.00,0
CON00382,PED000213,2025-01-03,CLI02730,LOJ0289,2,98.81,item_faltante,"O pedido chegou incompleto, faltou parte da compra.",1,332,0,1,1,,respondida,autoaprovada,aprovada,70.06,1
CON00383,PED001598,2025-01-18,CLI09048,LOJ0331,2,121.03,item_faltante,Faltou um item do pedido e a loja não respondeu.,1,157,1,1,0,,respondida,autoaprovada,aprovada,"R$ 79,61",0
CON00384,PED009013,2025-01-01,CLI05666,LOJ0327,6,68.13,item_faltante,Não recebi todos os itens que estavam na nota.,1,742,1,4,1,,respondida,negada_ou_retirada,negada,0.00,0
CON00385,PED001255,25/01/2025,CLI04747,LOJ0350,2,145.05,pedido_incorreto,Entregaram outro item no lugar do que comprei.,1,1637,2,2,0,,respondida,autoaprovada,aprovada,137.10,0
CON00386,PED002033,2025-01-02,CLI02800,LOJ0424,4,"R$ 103,55",pedido_incorreto,Entregaram outro item no lugar do que comprei.,1,1927,1,1,0,,respondida,autoaprovada,aprovada,67.24,0
CON00387,PED007730,2025-01-11,CLI16402,LOJ0290,6,168.78,produto_avariado,O item vazou durante a entrega e não dava para consumir.,1,898,0,1,0,,respondida,revisao_manual,negada,0.00,0
CON00388,PED007275,2025-01-15,CLI06284,LOJ0109,5,74.02,item_faltante,"O pedido chegou incompleto, faltou parte da compra.",1,1063,0,2,0,,SEM RESPOSTA,autoaprovada,aprovada,47.51,0
CON00389,PED003721,2025-01-21,CLI17457,LOJ0354,2,104.07,item_faltante,Não recebi todos os itens que estavam na nota.,1,1132,2,1,0,,respondida,revisao_manual,aprovada,45.76,0
CON00390,PED002426,2025-01-14,CLI00444,LOJ0429,6,88.02,produto_avariado,A embalagem chegou aberta e o produto estava avariado.,0,2355,0,4,0,,respondida,autoaprovada,aprovada,"32,39",0
CON00391,PED004566,21/01/2025,CLI01942,LOJ0126,2,100.43,produto_avariado,O produto chegou danificado dentro da sacola.,1,1424,0,1,0,GRP071,respondida,autoaprovada,aprovada,47.50,0
CON00392,PED009116,2025-01-20,CLI16085,LOJ0385,7,105.59,ITEM FALTANTE,Faltou um item do pedido e a loja não respondeu.,0,770,0,4,0,,sem resposta,autoaprovada,aprovada,100.60,0
CON00393,PED002969,2025-01-19,CLI16049,LOJ0274,6,"82,82",pedido_incorreto,O pedido veio errado e preciso corrigir a cobrança.,1,1880,0,4,0,,respondida,revisao_manual,negada,0.00,0
CON00394,PED008745,2025-01-27,CLI11560,LOJ0296,2,197.02,pedido_incorreto,O pedido veio errado e preciso corrigir a cobrança.,1,1332,1,2,0,,respondida,autoaprovada,aprovada,"R$ 109,73",1
CON00395,PED004955,2025-01-19,CLI10694,LOJ0058,2,34.73,item_faltante,Não recebi todos os itens que estavam na nota.,0,1956,0,2,0,,SEM RESPOSTA,revisao_manual,negada,0.00,0
CON00396,PED008128,2025-01-07,CLI08147,LOJ0372,7,86.95,item_faltante,Não recebi todos os itens que estavam na nota.,0,2284,1,6,0,GRP077,respondida,autoaprovada,aprovada,42.81,0
CON00397,PED000356,27/01/2025,CLI13185,LOJ0196,4,"R$ 139,33",qualidade,A qualidade não correspondeu ao que foi anunciado.,0,287,1,2,0,,respondida,revisao_manual,aprovada,"117,83",0
CON00398,PED001266,2025-01-06,CLI14286,LOJ0331,3,163.23,pedido_incorreto,Recebi produtos diferentes do que selecionei.,1,1991,0,1,0,,respondida,revisao_manual,negada,0.00,0
CON00399,PED008939,2025-01-12,CLI02830,LOJ0414,7,84.67,qualidade,O produto estava com aparência ruim quando chegou.,0,1347,1,3,0,GRP029,respondida,autoaprovada,aprovada,66.18,0
CON00400,PED007782,2025-01-01,CLI16305,LOJ0203,7,"106,05",nao_entregue,O pedido não chegou no endereço informado.,1,1357,0,7,0,,respondida,autoaprovada,aprovada,82.63,0
CON00401,PED006527,2025-01-30,CLI06906,LOJ0077,3,118.06,item_faltante,"O pedido chegou incompleto, faltou parte da compra.",0,1223,1,2,0,,respondida,autoaprovada,aprovada,80.28,0
CON00402,PED003001,2025-01-14,CLI06671,LOJ0064,2,33.11,qualidade,,0,1157,0,1,0,,respondida,negada_ou_retirada,negada,0.00,0
CON00403,PED001094,06/01/2025,CLI05619,LOJ0206,5,77.31,item_faltante,Faltou um item do pedido e a loja não respondeu.,1,2276,0,4,0,,respondida,autoaprovada,aprovada,50.36,0
CON00404,PED002861,2025-01-03,CLI05987,LOJ0292,7,36.13,qualidade,A comida chegou fria e com qualidade abaixo do esperado.,1,2353,0,5,0,,respondida,negada_ou_retirada,negada,"0,00",0
CON00405,PED005341,2025-01-02,CLI14846,LOJ0342,6,113.22,pedido_incorreto,Entregaram outro item no lugar do que comprei.,1,429,0,5,1,,respondida,autoaprovada,aprovada,"R$ 60,40",1
CON00406,PED002740,2025-01-15,CLI01220,LOJ0130,4,125.24,nao_entregue,O pedido não chegou no endereço informado.,1,2101,0,3,1,,respondida,autoaprovada,aprovada,38.32,0
CON00407,PED000189,2025-01-25,CLI05157,LOJ0041,3,"105,03",produto_avariado,A embalagem chegou aberta e o produto estava avariado.,1,1465,0,1,0,,respondida,autoaprovada,aprovada,100.16,0
CON00408,PED005637,2025-01-31,CLI01831,LOJ0267,6,"R$ 113,87",item_faltante,"O pedido chegou incompleto, faltou parte da compra.",1,904,0,4,0,,respondida,autoaprovada,aprovada,94.55,0
CON00409,PED000714,23/01/2025,CLI04814,LOJ0130,7,85.88,item_faltante,Não recebi todos os itens que estavam na nota.,1,918,1,2,1,,respondida,autoaprovada,aprovada,54.71,1
CON00410,PED005285,2025-01-01,CLI08340,LOJ0411,3,58.03,qualidade,A comida chegou fria e com qualidade abaixo do esperado.,0,1025,0,1,0,,respondida,autoaprovada,aprovada,23.67,0
CON00411,PED008935,2025-01-19,CLI12754,LOJ0272,4,140.17,item_faltante,"O pedido chegou incompleto, faltou parte da compra.",0,1783,1,1,0,,respondida,revisao_manual,aprovada,"74,54",0
CON00412,PED006977,2025-01-30,CLI02572,LOJ0208,4,24.67,item_faltante,Faltou um item do pedido e a loja não respondeu.,1,1939,1,3,0,,respondida,negada_ou_retirada,negada,0.00,0
CON00413,PED004603,2025-01-09,CLI04899,LOJ0341,2,129.73,qualidade,A comida chegou fria e com qualidade abaixo do esperado.,1,1202,0,1,0,,respondida,revisao_manual,aprovada,68.41,0
CON00414,PED002072,2025-01-27,CLI04397,LOJ0367,4,"98,94",item_faltante,Não recebi todos os itens que estavam na nota.,1,253,0,3,0,,respondida,autoaprovada,aprovada,65.27,0
CON00415,PED008812,27/01/2025,CLI04170,LOJ0280,7,100.51,PRODUTO AVARIADO,O item vazou durante a entrega e não dava para consumir.,1,1544,1,3,0,GRP045,sem_resposta,autoaprovada,aprovada,57.67,0
CON00416,PED001868,2025-01-06,CLI01812,LOJ0145,4,88.47,qualidade,O produto estava com aparência ruim quando chegou.,1,1530,1,2,1,,sem resposta,revisao_manual,negada,"R$ 0,00",0
CON00417,PED008124,2025-01-13,CLI14929,LOJ0147,3,107.17,item_faltante,"O pedido chegou incompleto, faltou parte da compra.",1,131,1,2,0,,sem_resposta,autoaprovada,aprovada,39.65,0
CON00418,PED005960,2025-01-20,CLI13265,LOJ0104,7,95.04,item_faltante,Não recebi todos os itens que estavam na nota.,1,589,0,3,0,,SEM RESPOSTA,autoaprovada,aprovada,"25,68",0
CON00419,PED008775,2025-01-29,CLI00297,LOJ0281,7,"R$ 68,75",pedido_incorreto,Entregaram outro item no lugar do que comprei.,0,753,4,6,0,,respondida,autoaprovada,aprovada,44.16,0
CON00420,PED004870,2025-01-28,CLI02845,LOJ0182,6,111.71,item_faltante,Não recebi todos os itens que estavam na nota.,0,2207,0,5,0,,respondida,revisao_manual,negada,0.00,0
CON00421,PED001178,31/01/2025,CLI03709,LOJ0271,4,"100,63",pedido_incorreto,Entregaram outro item no lugar do que comprei.,1,2239,0,1,0,,respondida,autoaprovada,aprovada,92.92,0
CON00422,PED007908,2025-01-27,CLI16071,LOJ0243,3,106.82,pedido_incorreto,Recebi produtos diferentes do que selecionei.,1,1755,1,1,0,,sem resposta,autoaprovada,aprovada,73.18,0
CON00423,PED003593,2025-01-20,CLI02811,LOJ0311,2,65.69,item_faltante,"O pedido chegou incompleto, faltou parte da compra.",1,738,0,1,0,,respondida,autoaprovada,aprovada,48.17,0
CON00424,PED006487,2025-01-18,CLI04949,LOJ0196,3,139.04,nao_entregue,O pedido não chegou no endereço informado.,1,2345,0,3,0,,respondida,autoaprovada,aprovada,131.23,1
CON00425,PED005045,2025-01-20,CLI03371,LOJ0396,4,51.01,produto_avariado,O produto chegou danificado dentro da sacola.,0,796,0,2,0,,SEM RESPOSTA,negada_ou_retirada,negada,"0,00",0
CON00426,PED003960,2025-01-20,CLI10196,LOJ0312,5,152.83,item_faltante,"O pedido chegou incompleto, faltou parte da compra.",1,1405,1,2,1,,respondida,autoaprovada,aprovada,132.52,1
CON00427,PED007451,27/01/2025,CLI04751,LOJ0137,2,96.86,item_faltante,"O pedido chegou incompleto, faltou parte da compra.",0,1134,0,2,0,,respondida,autoaprovada,aprovada,"R$ 69,64",0
CON00428,PED002179,2025-01-16,CLI11571,LOJ0387,4,"84,58",item_faltante,Faltou um item do pedido e a loja não respondeu.,1,308,1,2,1,GRP052,sem_resposta,negada_ou_retirada,negada,0.00,0
CON00429,PED004695,2025-01-12,CLI08426,LOJ0003,7,90.40,item_faltante,"O pedido chegou incompleto, faltou parte da compra.",0,1454,0,1,0,,respondida,revisao_manual,aprovada,55.91,1
CON00430,PED002484,2025-01-12,CLI14976,LOJ0085,7,"R$ 88,28",pedido_incorreto,Entregaram outro item no lugar do que comprei.,0,2137,2,5,0,,sem resposta,autoaprovada,aprovada,63.32,1
CON00431,PED002721,2025-01-17,CLI09907,LOJ0447,7,67.76,produto_avariado,A embalagem chegou aberta e o produto estava avariado.,1,1812,0,6,0,GRP051,respondida,negada_ou_retirada,negada,0.00,0
CON00432,PED003825,2025-01-27,CLI03615,LOJ0329,4,123.15,qualidade,A comida chegou fria e com qualidade abaixo do esperado.,1,2296,2,1,0,,respondida,revisao_manual,aprovada,"49,41",0
CON00433,PED000551,21/01/2025,CLI13140,LOJ0336,7,57.45,pedido_incorreto,Entregaram outro item no lugar do que comprei.,1,1735,1,7,0,,respondida,negada_ou_retirada,negada,0.00,0
CON00434,PED001042,2025-01-21,CLI00818,LOJ0264,6,67.94,produto_avariado,A embalagem chegou aberta e o produto estava avariado.,1,1699,2,1,0,,respondida,negada_ou_retirada,retirada,0.00,0
CON00435,PED000007,2025-01-26,CLI15051,LOJ0445,2,"51,27",pedido_incorreto,Recebi produtos diferentes do que selecionei.,1,984,2,1,0,,sem_resposta,negada_ou_retirada,negada,0.00,0
CON00436,PED003170,2025-01-17,CLI17358,LOJ0382,6,154.38,item_faltante,Faltou um item do pedido e a loja não respondeu.,1,979,2,6,0,,SEM RESPOSTA,autoaprovada,aprovada,128.38,1
CON00437,PED006103,2025-01-17,CLI09567,LOJ0072,6,234.86,qualidade,O produto estava com aparência ruim quando chegou.,1,1603,1,2,0,,respondida,autoaprovada,aprovada,99.61,0
CON00438,PED003033,2025-01-22,CLI06291,LOJ0407,4,101.56,ITEM FALTANTE,"O pedido chegou incompleto, faltou parte da compra.",1,1720,0,4,0,,sem resposta,negada_ou_retirada,retirada,"R$ 0,00",0
CON00439,PED004728,07/01/2025,CLI14915,LOJ0221,4,80.34,item_faltante,"O pedido chegou incompleto, faltou parte da compra.",0,346,0,1,0,,respondida,autoaprovada,aprovada,"54,55",0
CON00440,PED004413,2025-01-20,CLI14370,LOJ0393,5,95.30,nao_entregue,"O aplicativo marcou como entregue, mas não recebi o pedido.",1,557,1,2,0,,respondida,autoaprovada,aprovada,34.45,0
CON00441,PED000472,2025-01-26,CLI04622,LOJ0270,2,"R$ 133,73",pedido_incorreto,O pedido veio errado e preciso corrigir a cobrança.,1,2204,0,1,0,,respondida,autoaprovada,aprovada,99.81,0
CON00442,PED007124,2025-01-28,CLI13823,LOJ0030,7,"111,40",pedido_incorreto,Recebi produtos diferentes do que selecionei.,1,1629,0,4,0,,respondida,autoaprovada,aprovada,84.62,0
CON00443,PED009124,2025-01-20,CLI12452,LOJ0347,6,58.33,nao_entregue,"O aplicativo marcou como entregue, mas não recebi o pedido.",1,1428,0,4,0,,SEM RESPOSTA,autoaprovada,aprovada,23.25,0
CON00444,PED007079,2025-01-22,CLI13044,LOJ0107,7,39.16,pedido_incorreto,O pedido veio errado e preciso corrigir a cobrança.,1,1039,1,1,0,,respondida,autoaprovada,aprovada,32.50,0
CON00445,PED007588,26/01/2025,CLI03669,LOJ0179,4,95.40,produto_avariado,O produto chegou danificado dentro da sacola.,1,751,2,3,0,,sem_resposta,autoaprovada,aprovada,73.49,0
CON00446,PED008449,2025-01-25,CLI15419,LOJ0214,5,143.04,produto_avariado,O produto chegou danificado dentro da sacola.,1,669,0,4,0,,respondida,autoaprovada,aprovada,"112,55",0
CON00447,PED004897,2025-01-22,CLI01361,LOJ0226,4,108.55,item_faltante,Faltou um item do pedido e a loja não respondeu.,1,1297,1,1,1,,respondida,autoaprovada,aprovada,87.04,0
CON00448,PED004821,2025-01-31,CLI07471,LOJ0119,5,69.96,pedido_incorreto,Recebi produtos diferentes do que selecionei.,0,1191,0,3,0,,sem resposta,autoaprovada,aprovada,57.85,0
CON00449,PED004380,2025-01-29,CLI17886,LOJ0427,7,"107,18",qualidade,A qualidade não correspondeu ao que foi anunciado.,0,1317,0,7,0,,sem_resposta,negada_ou_retirada,retirada,"R$ 0,00",0
CON00450,PED007048,2025-01-02,CLI12022,LOJ0018,6,143.55,pedido_incorreto,Recebi produtos diferentes do que selecionei.,1,1840,0,6,0,,SEM RESPOSTA,negada_ou_retirada,negada,0.00,0
CON00451,PED008670,12/01/2025,CLI05804,LOJ0389,2,88.27,pedido_incorreto,O pedido veio errado e preciso corrigir a cobrança.,0,2024,2,2,0,GRP052,respondida,autoaprovada,aprovada,79.25,1
CON00452,PED000943,2025-01-11,CLI03314,LOJ0110,5,"R$ 58,16",produto_avariado,A embalagem chegou aberta e o produto estava avariado.,0,1050,0,4,0,,respondida,negada_ou_retirada,retirada,0.00,0
CON00453,PED003243,2025-01-04,CLI12956,LOJ0351,7,34.52,pedido_incorreto,Recebi produtos diferentes do que selecionei.,0,907,1,6,0,,respondida,negada_ou_retirada,retirada,"0,00",0
CON00454,PED001774,2025-01-17,CLI14385,LOJ0260,7,83.09,item_faltante,Faltou um item do pedido e a loja não respondeu.,1,987,0,3,0,,respondida,autoaprovada,aprovada,60.35,0
CON00455,PED006138,2025-01-11,CLI10022,LOJ0232,2,157.41,item_faltante,Não recebi todos os itens que estavam na nota.,1,2014,0,1,0,,respondida,negada_ou_retirada,negada,0.00,0
CON00456,PED007279,2025-01-19,CLI04093,LOJ0350,2,"62,01",item_faltante,Não recebi todos os itens que estavam na nota.,0,998,1,1,0,,respondida,autoaprovada,aprovada,26.92,0
CON00457,PED008018,30/01/2025,CLI16685,LOJ0425,4,95.35,nao_entregue,O pedido não chegou no endereço informado.,0,655,0,3,0,,sem resposta,autoaprovada,aprovada,60.73,0
CON00458,PED003306,2025-01-26,CLI02497,LOJ0136,2,79.93,item_faltante,Faltou um item do pedido e a loja não respondeu.,1,1886,0,1,0,,respondida,autoaprovada,aprovada,65.16,0
CON00459,PED003714,2025-01-12,CLI06929,LOJ0158,3,79.65,pedido_incorreto,Entregaram outro item no lugar do que comprei.,1,1558,2,2,0,,SEM RESPOSTA,negada_ou_retirada,negada,0.00,0
CON00460,PED002876,2025-01-17,CLI17476,LOJ0218,6,72.96,pedido_incorreto,Recebi produtos diferentes do que selecionei.,1,584,0,2,0,GRP058,sem_resposta,revisao_manual,negada,"R$ 0,00",0
CON00461,PED007261,2025-01-17,CLI07122,LOJ0232,3,112.86,PRODUTO AVARIADO,O item vazou durante a entrega e não dava para consumir.,1,945,2,2,0,,respondida,autoaprovada,aprovada,76.50,0
CON00462,PED005310,2025-01-28,CLI03121,LOJ0039,2,105.57,qualidade,A comida chegou fria e com qualidade abaixo do esperado.,0,1440,0,2,0,,respondida,revisao_manual,aprovada,97.17,0
CON00463,PED007059,25/01/2025,CLI02318,LOJ0193,4,"R$ 76,27",item_faltante,Não recebi todos os itens que estavam na nota.,0,2288,2,3,0,,respondida,autoaprovada,aprovada,41.15,0
CON00464,PED003459,2025-01-29,CLI14154,LOJ0243,6,63.93,pedido_incorreto,Recebi produtos diferentes do que selecionei.,1,1515,1,5,0,,respondida,revisao_manual,aprovada,40.57,0
CON00465,PED003385,2025-01-13,CLI02135,LOJ0264,4,114.01,nao_entregue,O pedido não chegou no endereço informado.,1,1064,0,3,0,,respondida,revisao_manual,negada,0.00,0
CON00466,PED001158,2025-01-24,CLI05110,LOJ0242,7,101.34,pedido_incorreto,O pedido veio errado e preciso corrigir a cobrança.,1,1925,1,5,0,,sem resposta,autoaprovada,aprovada,73.27,0
CON00467,PED003883,2025-01-31,CLI14565,LOJ0401,6,46.34,produto_avariado,O item vazou durante a entrega e não dava para consumir.,1,492,1,1,0,GRP097,respondida,negada_ou_retirada,negada,"0,00",0
CON00468,PED007866,2025-01-02,CLI11773,LOJ0158,2,60.68,item_faltante,Faltou um item do pedido e a loja não respondeu.,1,1111,0,1,0,,respondida,autoaprovada,aprovada,33.46,0
CON00469,PED006591,21/01/2025,CLI12082,LOJ0393,2,95.97,item_faltante,Não recebi todos os itens que estavam na nota.,1,1441,1,1,0,,respondida,autoaprovada,aprovada,61.88,0
CON00470,PED001925,2025-01-07,CLI13757,LOJ0441,7,"99,34",pedido_incorreto,Entregaram outro item no lugar do que comprei.,1,704,6,1,0,,sem_resposta,autoaprovada,aprovada,75.99,1
CON00471,PED008325,2025-01-31,CLI07256,LOJ0409,5,78.84,item_faltante,Não recebi todos os itens que estavam na nota.,1,855,1,1,0,,respondida,negada_ou_retirada,negada,"R$ 0,00",0
CON00472,PED005550,2025-01-16,CLI03796,LOJ0333,2,79.69,item_faltante,Não recebi todos os itens que estavam na nota.,0,1386,1,1,0,,respondida,autoaprovada,aprovada,39.67,0
CON00473,PED005109,2025-01-13,CLI12911,LOJ0397,2,65.94,qualidade,A qualidade não correspondeu ao que foi anunciado.,1,111,0,1,1,,SEM RESPOSTA,negada_ou_retirada,negada,0.00,0
CON00474,PED002266,2025-01-04,CLI00627,LOJ0052,6,"R$ 107,33",qualidade,A qualidade não correspondeu ao que foi anunciado.,1,1210,1,1,0,,respondida,autoaprovada,aprovada,"82,57",0
CON00475,PED000849,11/01/2025,CLI11029,LOJ0093,2,101.35,item_faltante,Faltou um item do pedido e a loja não respondeu.,1,1098,1,1,0,,respondida,revisao_manual,aprovada,96.35,0
CON00476,PED003582,2025-01-25,CLI04576,LOJ0387,3,82.67,pedido_incorreto,Entregaram outro item no lugar do que comprei.,1,1051,1,2,1,,respondida,revisao_manual,aprovada,28.48,0
CON00477,PED008266,2025-01-28,CLI14174,LOJ0332,4,"94,62",qualidade,A comida chegou fria e com qualidade abaixo do esperado.,1,1785,0,2,0,,respondida,negada_ou_retirada,retirada,0.00,0
CON00478,PED002454,2025-01-25,CLI12042,LOJ0332,4,96.62,qualidade,A qualidade não correspondeu ao que foi anunciado.,0,1116,0,3,0,,respondida,autoaprovada,aprovada,87.16,0
CON00479,PED005319,2025-01-18,CLI02557,LOJ0233,2,110.35,produto_avariado,A embalagem chegou aberta e o produto estava avariado.,1,2286,0,2,0,,sem resposta,autoaprovada,aprovada,78.32,1
CON00480,PED001434,2025-01-06,CLI03543,LOJ0277,2,38.46,produto_avariado,A embalagem chegou aberta e o produto estava avariado.,1,604,1,1,0,,respondida,negada_ou_retirada,negada,0.00,0
CON00481,PED001973,11/01/2025,CLI17019,LOJ0390,2,97.34,qualidade,A qualidade não correspondeu ao que foi anunciado.,1,235,3,2,0,,respondida,autoaprovada,aprovada,"52,15",0
CON00482,PED003994,2025-01-14,CLI03105,LOJ0162,7,32.54,pedido_incorreto,Recebi produtos diferentes do que selecionei.,1,1891,1,6,0,,respondida,revisao_manual,negada,"R$ 0,00",0
CON00483,PED001276,2025-01-01,CLI13708,LOJ0182,2,100.36,produto_avariado,A embalagem chegou aberta e o produto estava avariado.,0,1278,1,1,1,,respondida,autoaprovada,aprovada,67.94,0
CON00484,PED007726,2025-01-25,CLI15131,LOJ0303,2,"82,52",QUALIDADE,O produto estava com aparência ruim quando chegou.,0,1872,4,1,0,,SEM RESPOSTA,negada_ou_retirada,retirada,0.00,0
CON00485,PED008564,2025-01-19,CLI13039,LOJ0161,7,"R$ 86,31",qualidade,A qualidade não correspondeu ao que foi anunciado.,1,886,0,6,0,,respondida,autoaprovada,aprovada,48.71,0
CON00486,PED001171,2025-01-08,CLI11369,LOJ0432,7,115.27,pedido_incorreto,Entregaram outro item no lugar do que comprei.,0,87,0,5,0,,respondida,autoaprovada,aprovada,102.88,0
CON00487,PED005040,27/01/2025,CLI12795,LOJ0075,2,61.95,item_faltante,Não recebi todos os itens que estavam na nota.,1,395,0,1,0,,sem_resposta,revisao_manual,aprovada,39.75,1
CON00488,PED001197,2025-01-17,CLI02700,LOJ0298,7,125.50,nao_entregue,"O aplicativo marcou como entregue, mas não recebi o pedido.",0,1301,0,6,0,,sem resposta,revisao_manual,aprovada,"56,62",0
CON00489,PED001504,2025-01-30,CLI17278,LOJ0255,6,96.95,item_faltante,"O pedido chegou incompleto, faltou parte da compra.",1,2396,1,1,0,,respondida,autoaprovada,aprovada,59.90,0
CON00490,PED002741,2025-01-12,CLI11743,LOJ0140,7,78.53,qualidade,A qualidade não correspondeu ao que foi anunciado.,0,28,2,6,1,,respondida,autoaprovada,aprovada,46.17,0
CON00491,PED000268,2025-01-16,CLI12038,LOJ0406,2,"85,17",qualidade,A comida chegou fria e com qualidade abaixo do esperado.,0,601,1,1,0,,respondida,autoaprovada,aprovada,40.52,0
CON00492,PED005114,2025-01-08,CLI05362,LOJ0154,6,77.40,produto_avariado,O produto chegou danificado dentro da sacola.,1,1506,1,4,0,,sem_resposta,autoaprovada,aprovada,51.54,0
CON00493,PED007841,16/01/2025,CLI00076,LOJ0394,3,78.59,item_faltante,Não recebi todos os itens que estavam na nota.,0,1317,0,2,0,,respondida,autoaprovada,aprovada,"R$ 72,25",0
CON00494,PED004820,2025-01-13,CLI01053,LOJ0159,5,81.68,item_faltante,Faltou um item do pedido e a loja não respondeu.,0,1756,0,4,0,,respondida,autoaprovada,aprovada,70.41,1
CON00495,PED003130,2025-01-12,CLI07983,LOJ0440,4,58.50,nao_entregue,"O aplicativo marcou como entregue, mas não recebi o pedido.",1,1395,0,4,1,,SEM RESPOSTA,negada_ou_retirada,negada,"0,00",0
CON00496,PED004916,2025-01-10,CLI06259,LOJ0169,5,"R$ 100,02",pedido_incorreto,Recebi produtos diferentes do que selecionei.,1,1811,1,3,0,,sem resposta,autoaprovada,aprovada,89.08,0
CON00497,PED006311,2025-01-12,CLI17092,LOJ0053,5,106.04,item_faltante,"O pedido chegou incompleto, faltou parte da compra.",0,2285,2,4,0,,SEM RESPOSTA,autoaprovada,aprovada,72.97,0
CON00498,PED004529,2025-01-03,CLI17415,LOJ0125,7,"82,12",qualidade,O produto estava com aparência ruim quando chegou.,1,1475,0,7,0,,sem_resposta,revisao_manual,negada,0.00,0
CON00499,PED009031,01/01/2025,CLI00878,LOJ0167,3,121.45,nao_entregue,"Consta entrega concluída, porém nada foi recebido.",1,2380,2,2,0,,respondida,autoaprovada,aprovada,110.83,0
CON00500,PED005979,2025-01-22,CLI10687,LOJ0205,2,49.10,pedido_incorreto,O pedido veio errado e preciso corrigir a cobrança.,0,2293,1,1,0,,respondida,revisao_manual,negada,0.00,0
CON00501,PED002232,2025-01-19,CLI06369,LOJ0051,5,117.37,item_faltante,Faltou um item do pedido e a loja não respondeu.,1,858,1,3,1,,respondida,autoaprovada,aprovada,82.98,0
CON00502,PED007535,2025-01-12,CLI07408,LOJ0407,6,113.56,pedido_incorreto,Recebi produtos diferentes do que selecionei.,1,2030,1,1,1,GRP094,respondida,autoaprovada,aprovada,"87,55",1
CON00503,PED001432,2025-01-15,CLI15121,LOJ0138,2,150.18,item_faltante,Faltou um item do pedido e a loja não respondeu.,0,1368,1,1,0,,respondida,autoaprovada,aprovada,132.55,0
CON00504,PED002718,2025-01-18,CLI07072,LOJ0132,7,113.65,qualidade,A qualidade não correspondeu ao que foi anunciado.,1,576,0,1,0,,respondida,autoaprovada,aprovada,"R$ 96,00",0
CON00505,PED007147,31/01/2025,CLI13116,LOJ0346,2,"67,78",produto_avariado,O produto chegou danificado dentro da sacola.,1,2316,1,1,0,,respondida,revisao_manual,aprovada,40.46,0
CON00506,PED008757,2025-01-18,CLI13146,LOJ0309,5,64.36,nao_entregue,"O aplicativo marcou como entregue, mas não recebi o pedido.",0,710,1,4,0,,respondida,negada_ou_retirada,negada,0.00,0
CON00507,PED007313,2025-01-25,CLI13337,LOJ0152,7,"R$ 34,21",QUALIDADE,O produto estava com aparência ruim quando chegou.,0,111,1,2,0,,sem resposta,revisao_manual,negada,0.00,0
