pedido_id,data_pedido,cliente_id,loja_id,cidade,categoria_loja,itens_pedido,valor_pedido,status_pedido
PED004462,2025-01-02,CLI17489,LOJ0111,São Paulo,Restaurante,1,87.13,concluido
PED004463,2025-01-27,CLI13824,LOJ0305,São Paulo,Restaurante,6,125.15,concluido
PED004464,2025-01-03,CLI15122,LOJ0449,São Paulo,Restaurante,1,38.11,concluido
PED004465,05/01/2025,CLI04467,LOJ0172,Campinas,Mercado,6,102.39,concluido
PED004466,2025-01-22,CLI13507,LOJ0184,SÃO PAULO,Mercado,5,132.65,concluido
PED004467,2025-01-27,CLI05217,LOJ0317,Sorocaba,Restaurante,1,"R$ 78,17",concluido
PED004468,2025-01-12,CLI14123,LOJ0359,Campinas,Restaurante,2,73.29,concluido
PED004469,2025-01-29,CLI02083,LOJ0335,Santos,Mercado,6,44.53,concluido
PED004470,2025-01-19,CLI09808,LOJ0185,Campinas,Restaurante,7,90.90,concluido
PED004471,06/01/2025,CLI00781,LOJ0388,São Paulo,Farmácia,1,45.79,concluido
PED004472,2025-01-12,CLI15405,LOJ0056,Sorocaba,Mercado,1,118.53,concluido
PED004473,2025-01-06,CLI11020,LOJ0084,Campinas,Restaurante,5,57.03,concluido
PED004474,2025-01-18,CLI14000,LOJ0074,Sorocaba,Mercado,5,"29,07",concluido
PED004475,2025-01-11,CLI04165,LOJ0349,Campinas,Restaurante,3,32.40,concluido
PED004476,2025-01-11,CLI06747,LOJ0109,São Paulo,Restaurante,3,92.87,concluido
PED004477,27/01/2025,CLI10304,LOJ0383,Campinas,Restaurante,4,69.02,concluido
PED004478,2025-01-06,CLI10281,LOJ0445,Campinas,Mercado,1,"R$ 78,53",concluido
PED004479,2025-01-27,CLI12568,LOJ0268,Campinas,Restaurante,3,81.78,concluido
PED004480,2025-01-04,CLI05882,LOJ0224,São Paulo,Restaurante,2,42.53,concluido
PED004481,2025-01-11,CLI15741,LOJ0434,Santos,Mercado,5,"112,74",concluido
PED004482,2025-01-07,CLI13976,LOJ0415,São Paulo,Mercado,5,27.66,concluido
PED004483,03/01/2025,CLI06758,LOJ0212,Campinas,Restaurante,7,100.07,concluido
PED004484,2025-01-12,CLI11098,LOJ0093,Sorocaba,Restaurante,6,188.31,concluido
PED004485,2025-01-06,CLI09598,LOJ0265,SANTOS,Restaurante,4,54.08,concluido
PED004486,2025-01-11,CLI16453,LOJ0022,Santos,Mercado,6,126.19,concluido
PED004487,2025-01-31,CLI09518,LOJ0024,Campinas,Restaurante,6,127.30,concluido
PED004488,2025-01-07,CLI06095,LOJ0014,São Paulo,Restaurante,5,"81,28",concluido
PED004489,20/01/2025,CLI09168,LOJ0259,Campinas,Farmácia,5,"R$ 107,43",concluido
PED004490,2025-01-17,CLI08337,LOJ0419,São Paulo,Restaurante,4,56.77,concluido
PED004491,2025-01-06,CLI15274,LOJ0118,Campinas,Restaurante,7,94.87,concluido
PED004492,2025-01-15,CLI08190,LOJ0185,Sorocaba,Mercado,1,56.10,concluido
PED004493,2025-01-07,CLI15881,LOJ0170,São Paulo,Restaurante,1,97.75,concluido
PED004494,2025-01-14,CLI03537,LOJ0354,Sorocaba,Restaurante,6,71.98,concluido
PED004495,09/01/2025,CLI15923,LOJ0037,Santos,Mercado,5,"47,71",concluido
PED004496,2025-01-11,CLI07454,LOJ0238,São Paulo,Restaurante,1,34.51,concluido
PED004497,2025-01-20,CLI15793,LOJ0065,Campinas,Restaurante,2,66.57,concluido
PED004498,2025-01-20,CLI13080,LOJ0104,São Paulo,Farmácia,3,175.63,concluido
PED004499,2025-01-04,CLI07579,LOJ0281,Campinas,Restaurante,1,42.36,concluido
PED004500,2025-01-11,CLI08666,LOJ0179,Santos,Restaurante,6,"R$ 145,09",concluido
PED004501,14/01/2025,CLI17026,LOJ0315,São Paulo,Restaurante,5,76.93,concluido
PED004502,2025-01-01,CLI17827,LOJ0050,Campinas,Mercado,2,"67,00",concluido
PED004503,2025-01-23,CLI12407,LOJ0175,Campinas,Restaurante,7,83.64,concluido
PED004504,2025-01-09,CLI15096,LOJ0169,CAMPINAS,Restaurante,7,54.96,concluido
PED004505,2025-01-09,CLI02599,LOJ0411,Campinas,Restaurante,1,53.19,concluido
PED004506,2025-01-26,CLI08445,LOJ0370,São Paulo,Restaurante,3,67.18,concluido
PED004507,14/01/2025,CLI16093,LOJ0439,Santos,Restaurante,1,80.43,concluido
PED004508,2025-01-29,CLI15390,LOJ0329,Sorocaba,Restaurante,7,38.45,concluido
PED004509,2025-01-30,CLI06157,LOJ0171,Sorocaba,Restaurante,4,"87,35",concluido
PED004510,2025-01-21,CLI17982,LOJ0427,Campinas,Restaurante,2,86.93,concluido
PED004511,2025-01-31,CLI09843,LOJ0220,Sorocaba,Restaurante,4,"R$ 45,09",concluido
PED004512,2025-01-26,CLI11650,LOJ0314,Sorocaba,Mercado,4,34.32,concluido
PED004513,01/01/2025,CLI09314,LOJ0442,São Paulo,Restaurante,6,132.21,concluido
PED004514,2025-01-30,CLI15707,LOJ0162,Campinas,Restaurante,7,38.49,concluido
PED004515,2025-01-02,CLI08702,LOJ0419,Sorocaba,Restaurante,4,46.10,concluido
PED004516,2025-01-25,CLI10376,LOJ0370,São Paulo,Farmácia,3,"28,41",concluido
PED004517,2025-01-27,CLI13334,LOJ0159,Campinas,Mercado,3,55.32,concluido
PED004518,2025-01-21,CLI02590,LOJ0218,São Paulo,Restaurante,3,86.93,concluido
PED004519,04/01/2025,CLI14208,LOJ0066,São Paulo,Restaurante,2,77.30,concluido
PED004520,2025-01-19,CLI03309,LOJ0324,São Paulo,Mercado,2,31.00,concluido
PED004521,2025-01-26,CLI10541,LOJ0123,Campinas,Mercado,5,51.04,concluido
PED004522,2025-01-28,CLI11585,LOJ0185,Campinas,Restaurante,3,"R$ 63,30",concluido
PED004523,2025-01-18,CLI10082,LOJ0429,SÃO PAULO,Restaurante,5,"62,10",concluido
PED004524,2025-01-05,CLI08219,LOJ0428,Sorocaba,Mercado,3,95.65,concluido
PED004525,28/01/2025,CLI14324,LOJ0059,Sorocaba,Restaurante,7,78.76,concluido
PED004526,2025-01-25,CLI17693,LOJ0330,Campinas,Restaurante,3,105.94,concluido
PED004527,2025-01-17,CLI15498,LOJ0358,São Paulo,Restaurante,4,48.77,concluido
PED004528,2025-01-19,CLI11565,LOJ0079,Campinas,Restaurante,2,34.79,concluido
PED004529,2025-01-03,CLI17415,LOJ0125,Sorocaba,Restaurante,7,82.12,concluido
PED004530,2025-01-21,CLI13960,LOJ0090,São Paulo,Mercado,5,"65,18",concluido
PED004531,21/01/2025,CLI00249,LOJ0274,São Paulo,Restaurante,3,135.17,concluido
PED004532,2025-01-08,CLI03570,LOJ0137,Santos,Restaurante,2,82.55,concluido
PED004533,2025-01-13,CLI03242,LOJ0237,São Paulo,Mercado,4,"R$ 42,63",concluido
PED004534,2025-01-09,CLI07800,LOJ0102,São Paulo,Restaurante,4,104.13,concluido
PED004535,2025-01-19,CLI12482,LOJ0197,Santos,Restaurante,7,89.42,concluido
PED004536,2025-01-17,CLI04330,LOJ0223,São Paulo,Mercado,3,77.56,concluido
PED004537,18/01/2025,CLI05053,LOJ0324,São Paulo,Restaurante,5,"64,18",concluido
PED004538,2025-01-23,CLI07673,LOJ0002,São Paulo,Mercado,5,66.54,concluido
PED004539,2025-01-25,CLI16275,LOJ0238,São Paulo,Restaurante,5,58.31,concluido
PED004540,2025-01-19,CLI04968,LOJ0323,São Paulo,Restaurante,5,51.98,concluido
PED004541,2025-01-29,CLI03223,LOJ0294,São Paulo,Restaurante,2,81.66,concluido
PED004542,2025-01-22,CLI09954,LOJ0320,SANTOS,Restaurante,5,81.31,concluido
PED004543,21/01/2025,CLI06276,LOJ0353,Campinas,Farmácia,6,79.41,concluido
PED004544,2025-01-07,CLI10097,LOJ0058,Campinas,Farmácia,1,"R$ 67,00",concluido
PED004545,2025-01-31,CLI14441,LOJ0344,Santos,Restaurante,5,63.44,concluido
PED004546,2025-01-25,CLI08777,LOJ0207,Campinas,Restaurante,3,47.52,concluido
PED004547,2025-01-18,CLI01914,LOJ0321,Sorocaba,Mercado,1,48.21,concluido
PED004548,2025-01-11,CLI10485,LOJ0387,São Paulo,Restaurante,2,89.35,concluido
PED004549,14/01/2025,CLI01776,LOJ0433,Campinas,Restaurante,6,103.94,concluido
PED004550,2025-01-01,CLI06577,LOJ0426,São Paulo,Restaurante,6,47.68,concluido
PED004551,2025-01-24,CLI12339,LOJ0110,São Paulo,Mercado,3,"54,16",concluido
PED004552,2025-01-13,CLI11150,LOJ0085,Sorocaba,Restaurante,4,121.73,concluido
PED004553,2025-01-11,CLI09506,LOJ0083,Santos,Restaurante,3,46.64,concluido
PED004554,2025-01-11,CLI07354,LOJ0059,Sorocaba,Restaurante,6,28.09,concluido
PED004555,18/01/2025,CLI13613,LOJ0094,Campinas,Restaurante,6,"R$ 49,75",concluido
PED004556,2025-01-09,CLI06182,LOJ0372,Campinas,Restaurante,7,159.11,concluido
PED004557,2025-01-22,CLI02677,LOJ0142,São Paulo,Restaurante,6,92.15,concluido
PED004558,2025-01-18,CLI13550,LOJ0216,Santos,Restaurante,4,"82,32",concluido
PED004559,2025-01-24,CLI11211,LOJ0121,Santos,Restaurante,5,82.62,concluido
PED004560,2025-01-17,CLI16779,LOJ0151,Campinas,Mercado,5,63.63,concluido
PED004561,30/01/2025,CLI01134,LOJ0371,SOROCABA,Restaurante,3,62.06,concluido
PED004562,2025-01-05,CLI14894,LOJ0449,São Paulo,Restaurante,3,82.37,concluido
PED004563,2025-01-18,CLI02171,LOJ0348,Campinas,Restaurante,5,55.18,concluido
PED004564,2025-01-25,CLI11694,LOJ0025,Santos,Restaurante,5,127.86,concluido
PED004565,2025-01-08,CLI15907,LOJ0173,São Paulo,Restaurante,5,"54,70",concluido
PED004566,2025-01-21,CLI01942,LOJ0126,São Paulo,Farmácia,2,"R$ 100,43",concluido
PED004567,09/01/2025,CLI06092,LOJ0141,São Paulo,Mercado,7,65.83,concluido
PED004568,2025-01-28,CLI06728,LOJ0344,Santos,Mercado,2,136.72,concluido
PED004569,2025-01-18,CLI08074,LOJ0188,Sorocaba,Restaurante,7,58.45,concluido
PED004570,2025-01-03,CLI16446,LOJ0323,São Paulo,Mercado,6,81.31,concluido
PED004571,2025-01-09,CLI11948,LOJ0415,São Paulo,Restaurante,4,117.26,concluido
PED004572,2025-01-10,CLI17836,LOJ0101,Santos,Restaurante,7,"68,50",concluido
PED004573,01/01/2025,CLI07225,LOJ0177,São Paulo,Mercado,2,157.82,concluido
PED004574,2025-01-26,CLI11494,LOJ0104,Sorocaba,Restaurante,4,100.64,concluido
PED004575,2025-01-15,CLI11698,LOJ0202,São Paulo,Restaurante,5,64.42,concluido
PED004576,2025-01-28,CLI13810,LOJ0207,Campinas,Restaurante,6,72.40,concluido
PED004577,2025-01-13,CLI01445,LOJ0033,São Paulo,Restaurante,6,"R$ 63,34",concluido
PED004578,2025-01-27,CLI08201,LOJ0276,São Paulo,Restaurante,2,50.38,concluido
PED004579,19/01/2025,CLI03125,LOJ0204,Santos,Restaurante,1,"60,83",concluido
PED004580,2025-01-21,CLI04402,LOJ0088,SÃO PAULO,Restaurante,4,71.42,concluido
PED004581,2025-01-03,CLI11121,LOJ0077,São Paulo,Restaurante,7,66.50,concluido
PED004582,2025-01-27,CLI06834,LOJ0315,Campinas,Restaurante,4,56.62,concluido
PED004583,2025-01-21,CLI00449,LOJ0347,Campinas,Restaurante,4,146.83,concluido
PED004584,2025-01-15,CLI13903,LOJ0082,Santos,Restaurante,5,58.57,concluido
PED004585,11/01/2025,CLI07308,LOJ0154,São Paulo,Restaurante,5,24.08,concluido
PED004586,2025-01-10,CLI11804,LOJ0237,Santos,Restaurante,6,"54,58",concluido
PED004587,2025-01-31,CLI12469,LOJ0224,Campinas,Restaurante,4,123.35,concluido
PED004588,2025-01-20,CLI05847,LOJ0039,Campinas,Pet shop,6,"R$ 135,87",concluido
PED004589,2025-01-24,CLI15931,LOJ0143,Campinas,Restaurante,3,117.47,concluido
PED004590,2025-01-15,CLI14323,LOJ0365,São Paulo,Mercado,2,90.93,concluido
PED004591,10/01/2025,CLI11951,LOJ0096,Campinas,Mercado,4,76.53,concluido
PED004592,2025-01-23,CLI08477,LOJ0044,Campinas,Restaurante,2,62.82,concluido
PED004593,2025-01-07,CLI17282,LOJ0105,Campinas,Restaurante,5,"20,79",concluido
PED004594,2025-01-07,CLI03167,LOJ0436,Campinas,Mercado,2,65.89,concluido
PED004595,2025-01-26,CLI13333,LOJ0033,São Paulo,Restaurante,6,61.18,concluido
PED004596,2025-01-22,CLI16316,LOJ0173,Sorocaba,Restaurante,4,89.63,concluido
PED004597,25/01/2025,CLI03770,LOJ0444,Campinas,Restaurante,5,99.13,concluido
PED004598,2025-01-17,CLI13021,LOJ0343,São Paulo,Restaurante,3,60.81,concluido
PED004599,2025-01-22,CLI09303,LOJ0128,CAMPINAS,Restaurante,5,"R$ 96,37",concluido
PED004600,2025-01-16,CLI07905,LOJ0022,São Paulo,Restaurante,7,"89,03",concluido
PED004601,2025-01-12,CLI10247,LOJ0198,Campinas,Restaurante,1,104.75,concluido
PED004602,2025-01-23,CLI04961,LOJ0049,Santos,Restaurante,6,60.91,concluido
PED004603,09/01/2025,CLI04899,LOJ0341,Campinas,Mercado,2,129.73,concluido
PED004604,2025-01-27,CLI01480,LOJ0027,São Paulo,Restaurante,3,77.73,concluido
PED004605,2025-01-18,CLI01460,LOJ0215,Santos,Mercado,5,102.72,concluido
PED004606,2025-01-21,CLI02370,LOJ0261,São Paulo,Farmácia,7,100.76,concluido
PED004607,2025-01-16,CLI17248,LOJ0098,São Paulo,Restaurante,7,"103,64",concluido
PED004608,2025-01-23,CLI06961,LOJ0118,Campinas,Restaurante,2,119.83,concluido
PED004609,16/01/2025,CLI16760,LOJ0369,Sorocaba,Restaurante,2,75.10,concluido
PED004610,2025-01-06,CLI17957,LOJ0426,Santos,Restaurante,7,"R$ 61,86",concluido
PED004611,2025-01-11,CLI07543,LOJ0023,Santos,Restaurante,7,109.96,concluido
PED004612,2025-01-31,CLI12372,LOJ0326,Campinas,Restaurante,5,45.36,concluido
PED004613,2025-01-26,CLI15355,LOJ0087,Campinas,Restaurante,3,50.62,concluido
PED004614,2025-01-11,CLI07422,LOJ0288,Campinas,Restaurante,6,"59,67",concluido
PED004615,28/01/2025,CLI03086,LOJ0142,São Paulo,Restaurante,7,102.67,concluido
PED004616,2025-01-02,CLI17327,LOJ0031,Campinas,Farmácia,5,45.48,concluido
PED004617,2025-01-12,CLI10251,LOJ0045,Campinas,Pet shop,4,89.81,concluido
PED004618,2025-01-25,CLI04962,LOJ0361,SÃO PAULO,Restaurante,7,78.38,concluido
PED004619,2025-01-07,CLI05581,LOJ0129,São Paulo,Mercado,2,81.04,concluido
PED004620,2025-01-20,CLI10032,LOJ0044,Campinas,Restaurante,2,61.48,concluido
PED004621,05/01/2025,CLI10660,LOJ0126,São Paulo,Restaurante,3,"R$ 89,78",concluido
PED004622,2025-01-06,CLI10253,LOJ0018,São Paulo,Restaurante,7,72.92,concluido
PED004623,2025-01-09,CLI06416,LOJ0222,Campinas,Restaurante,2,121.20,concluido
PED004624,2025-01-30,CLI13538,LOJ0023,Campinas,Restaurante,1,51.16,concluido
PED004625,2025-01-17,CLI16844,LOJ0129,São Paulo,Restaurante,4,41.76,concluido
PED004626,2025-01-27,CLI14425,LOJ0086,Campinas,Mercado,1,88.36,concluido
PED004627,07/01/2025,CLI09904,LOJ0388,Campinas,Restaurante,4,35.50,concluido
PED004628,2025-01-21,CLI09718,LOJ0263,São Paulo,Mercado,6,"66,85",concluido
PED004629,2025-01-28,CLI16391,LOJ0406,Sorocaba,Mercado,2,50.40,concluido
PED004630,2025-01-24,CLI11773,LOJ0194,Santos,Restaurante,3,53.94,concluido
PED004631,2025-01-14,CLI00633,LOJ0421,São Paulo,Restaurante,6,100.92,concluido
PED004632,2025-01-22,CLI00301,LOJ0115,Sorocaba,Farmácia,4,"R$ 73,10",concluido
PED004633,17/01/2025,CLI05553,LOJ0180,São Paulo,Restaurante,4,91.77,concluido
PED004634,2025-01-06,CLI06522,LOJ0159,Santos,Restaurante,2,66.66,concluido
PED004635,2025-01-08,CLI02867,LOJ0289,São Paulo,Mercado,7,"40,63",concluido
PED004636,2025-01-05,CLI09583,LOJ0001,São Paulo,Restaurante,7,79.97,concluido
PED004637,2025-01-16,CLI05340,LOJ0123,SANTOS,Restaurante,7,41.02,concluido
PED004638,2025-01-31,CLI08014,LOJ0322,Campinas,Restaurante,4,34.72,concluido
PED004639,03/01/2025,CLI04226,LOJ0248,São Paulo,Restaurante,1,86.31,concluido
PED004640,2025-01-18,CLI09441,LOJ0275,Campinas,Restaurante,1,72.56,concluido
PED004641,2025-01-02,CLI04633,LOJ0030,São Paulo,Mercado,3,95.27,concluido
PED004642,2025-01-03,CLI00450,LOJ0336,São Paulo,Restaurante,3,"85,74",concluido
PED004643,2025-01-08,CLI13195,LOJ0289,Campinas,Restaurante,5,"R$ 61,94",concluido
PED004644,2025-01-25,CLI16139,LOJ0277,Sorocaba,Restaurante,6,125.99,concluido
PED004645,06/01/2025,CLI10704,LOJ0015,Campinas,Restaurante,6,114.28,concluido
PED004646,2025-01-12,CLI12401,LOJ0113,São Paulo,Restaurante,3,89.90,concluido
PED004647,2025-01-14,CLI16160,LOJ0415,Campinas,Restaurante,2,176.59,concluido
PED004648,2025-01-05,CLI10334,LOJ0096,Campinas,Mercado,7,81.78,concluido
PED004649,2025-01-29,CLI11230,LOJ0391,Santos,Restaurante,2,"114,41",concluido
PED004650,2025-01-07,CLI16153,LOJ0101,Sorocaba,Restaurante,3,63.08,concluido
PED004651,20/01/2025,CLI08416,LOJ0361,Campinas,Mercado,2,42.63,concluido
PED004652,2025-01-31,CLI15750,LOJ0069,Campinas,Mercado,5,39.09,concluido
PED004653,2025-01-31,CLI04542,LOJ0137,São Paulo,Restaurante,7,64.14,concluido
PED004654,2025-01-12,CLI08441,LOJ0232,São Paulo,Restaurante,6,"R$ 103,56",concluido
PED004655,2025-01-09,CLI13779,LOJ0348,Santos,Restaurante,5,168.09,concluido
PED004656,2025-01-19,CLI00489,LOJ0022,SÃO PAULO,Mercado,7,"113,77",concluido
PED004657,11/01/2025,CLI04944,LOJ0168,São Paulo,Restaurante,4,61.83,concluido
PED004658,2025-01-27,CLI16420,LOJ0126,São Paulo,Restaurante,7,90.73,concluido
PED004659,2025-01-06,CLI05036,LOJ0057,Sorocaba,Restaurante,3,36.22,concluido
PED004660,2025-01-23,CLI13581,LOJ0011,Campinas,Restaurante,7,91.57,concluido
PED004661,2025-01-02,CLI16781,LOJ0231,Campinas,Restaurante,5,117.60,concluido
PED004662,2025-01-10,CLI05913,LOJ0265,Campinas,Mercado,7,45.64,concluido
PED004663,05/01/2025,CLI14310,LOJ0064,Santos,Restaurante,5,"83,90",concluido
PED004664,2025-01-17,CLI10405,LOJ0383,Campinas,Restaurante,7,60.85,concluido
PED004665,2025-01-11,CLI10164,LOJ0251,Sorocaba,Restaurante,6,"R$ 77,36",concluido
PED004666,2025-01-22,CLI05789,LOJ0024,Campinas,Mercado,7,75.22,concluido
PED004667,2025-01-06,CLI00422,LOJ0367,Campinas,Restaurante,3,107.50,concluido
PED004668,2025-01-20,CLI14164,LOJ0093,Santos,Mercado,6,95.60,concluido
PED004669,17/01/2025,CLI00005,LOJ0052,Santos,Mercado,2,58.55,concluido
PED004670,2025-01-12,CLI10345,LOJ0168,São Paulo,Pet shop,1,"90,08",concluido
PED004671,2025-01-09,CLI16949,LOJ0089,São Paulo,Restaurante,3,98.84,concluido
PED004672,2025-01-24,CLI02922,LOJ0089,Campinas,Farmácia,7,130.43,concluido
PED004673,2025-01-07,CLI10243,LOJ0085,Sorocaba,Mercado,7,50.32,concluido
PED004674,2025-01-19,CLI13055,LOJ0116,São Paulo,Restaurante,4,140.31,concluido
PED004675,19/01/2025,CLI10273,LOJ0129,CAMPINAS,Mercado,7,68.33,concluido
PED004676,2025-01-05,CLI17745,LOJ0151,Santos,Mercado,4,"R$ 66,47",concluido
PED004677,2025-01-26,CLI11013,LOJ0064,Santos,Restaurante,7,"56,67",concluido
PED004678,2025-01-02,CLI04129,LOJ0211,Sorocaba,Restaurante,2,39.92,concluido
PED004679,2025-01-24,CLI09355,LOJ0167,São Paulo,Mercado,3,88.99,concluido
PED004680,2025-01-13,CLI11775,LOJ0416,São Paulo,Restaurante,4,73.69,concluido
PED004681,03/01/2025,CLI16849,LOJ0049,Santos,Pet shop,6,56.57,concluido
PED004682,2025-01-22,CLI10732,LOJ0294,Sorocaba,Restaurante,4,101.39,concluido
PED004683,2025-01-17,CLI17447,LOJ0010,Sorocaba,Restaurante,5,63.99,concluido
PED004684,2025-01-06,CLI02551,LOJ0434,São Paulo,Mercado,1,"34,49",concluido
PED004685,2025-01-24,CLI07763,LOJ0113,São Paulo,Restaurante,5,59.41,concluido
PED004686,2025-01-28,CLI00388,LOJ0146,Santos,Restaurante,3,76.68,concluido
PED004687,28/01/2025,CLI13878,LOJ0080,São Paulo,Restaurante,5,"R$ 72,78",concluido
PED004688,2025-01-02,CLI04695,LOJ0175,Campinas,Restaurante,2,65.09,concluido
PED004689,2025-01-19,CLI06928,LOJ0101,Santos,Restaurante,3,60.92,concluido
PED004690,2025-01-01,CLI16144,LOJ0297,São Paulo,Restaurante,5,57.51,concluido
PED004691,2025-01-14,CLI03670,LOJ0160,Sorocaba,Mercado,1,"71,52",concluido
PED004692,2025-01-14,CLI15740,LOJ0337,São Paulo,Restaurante,5,88.24,concluido
PED004693,04/01/2025,CLI11580,LOJ0400,Campinas,Farmácia,4,97.66,concluido
PED004694,2025-01-29,CLI01340,LOJ0343,CAMPINAS,Restaurante,5,88.32,concluido
PED004695,2025-01-12,CLI08426,LOJ0003,Santos,Mercado,7,90.40,concluido
PED004696,2025-01-09,CLI11724,LOJ0052,Santos,Restaurante,4,31.52,concluido
PED004697,2025-01-08,CLI11919,LOJ0205,Campinas,Restaurante,3,67.80,concluido
PED004698,2025-01-28,CLI09842,LOJ0382,São Paulo,Restaurante,1,"R$ 114,90",concluido
PED004699,15/01/2025,CLI04709,LOJ0400,Campinas,Restaurante,1,65.94,concluido
PED004700,2025-01-22,CLI00041,LOJ0305,Campinas,Restaurante,5,107.43,concluido
PED004701,2025-01-28,CLI01626,LOJ0117,Campinas,Restaurante,2,30.41,concluido
PED004702,2025-01-17,CLI00738,LOJ0071,Santos,Restaurante,4,80.06,concluido
PED004703,2025-01-03,CLI00318,LOJ0243,Campinas,Restaurante,1,113.05,concluido
PED004704,2025-01-29,CLI09740,LOJ0030,Sorocaba,Restaurante,6,186.37,concluido
PED004705,10/01/2025,CLI14422,LOJ0429,São Paulo,Restaurante,3,"35,78",concluido
PED004706,2025-01-20,CLI01010,LOJ0086,Campinas,Restaurante,2,44.74,concluido
PED004707,2025-01-28,CLI09269,LOJ0120,Santos,Mercado,4,44.39,concluido
PED004708,2025-01-31,CLI02932,LOJ0376,São Paulo,Restaurante,2,61.65,concluido
PED004709,2025-01-11,CLI09643,LOJ0130,São Paulo,Restaurante,3,"R$ 63,65",concluido
PED004710,2025-01-30,CLI06565,LOJ0218,São Paulo,Restaurante,4,149.21,concluido
PED004711,21/01/2025,CLI10457,LOJ0031,São Paulo,Restaurante,3,98.88,concluido
PED004712,2025-01-18,CLI08429,LOJ0199,Santos,Restaurante,1,"50,97",concluido
PED004713,2025-01-24,CLI06548,LOJ0187,SANTOS,Restaurante,4,82.11,concluido
PED004714,2025-01-06,CLI12768,LOJ0101,Santos,Mercado,2,82.52,concluido
PED004715,2025-01-23,CLI15691,LOJ0271,São Paulo,Mercado,6,156.48,concluido
PED004716,2025-01-21,CLI09756,LOJ0185,São Paulo,Restaurante,2,85.95,concluido
PED004717,14/01/2025,CLI16637,LOJ0376,Campinas,Restaurante,4,54.37,concluido
PED004718,2025-01-22,CLI05164,LOJ0418,Campinas,Restaurante,7,82.20,concluido
PED004719,2025-01-24,CLI12706,LOJ0188,Sorocaba,Restaurante,2,"165,08",concluido
PED004720,2025-01-11,CLI09027,LOJ0049,Campinas,Mercado,3,"R$ 74,34",concluido
PED004721,2025-01-06,CLI01124,LOJ0235,Santos,Restaurante,4,48.76,concluido
PED004722,2025-01-07,CLI11358,LOJ0009,São Paulo,Restaurante,4,89.12,concluido
PED004723,19/01/2025,CLI02084,LOJ0240,São Paulo,Restaurante,7,172.86,concluido
PED004724,2025-01-24,CLI16807,LOJ0201,Campinas,Restaurante,3,54.55,concluido
PED004725,2025-01-05,CLI05176,LOJ0214,São Paulo,Restaurante,7,65.65,concluido
PED004726,2025-01-24,CLI15588,LOJ0267,Santos,Restaurante,4,"158,30",concluido
PED004727,2025-01-18,CLI12329,LOJ0404,São Paulo,Restaurante,6,46.16,concluido
PED004728,2025-01-07,CLI14915,LOJ0221,Santos,Restaurante,4,80.34,concluido
PED004729,26/01/2025,CLI13790,LOJ0243,Santos,Farmácia,2,54.21,concluido
PED004730,2025-01-01,CLI07179,LOJ0365,São Paulo,Restaurante,6,111.10,concluido
PED004731,2025-01-05,CLI16016,LOJ0098,Campinas,Restaurante,4,"R$ 51,01",concluido
PED004732,2025-01-13,CLI04242,LOJ0204,SANTOS,Restaurante,2,137.02,concluido
PED004733,2025-01-28,CLI06271,LOJ0435,Campinas,Pet shop,7,"44,90",concluido
PED004734,2025-01-29,CLI09088,LOJ0404,Santos,Restaurante,7,67.40,concluido
PED004735,31/01/2025,CLI00545,LOJ0115,Sorocaba,Restaurante,7,86.24,concluido
PED004736,2025-01-03,CLI01726,LOJ0429,São Paulo,Farmácia,1,102.89,concluido
PED004737,2025-01-10,CLI06843,LOJ0133,Santos,Mercado,5,72.96,concluido
PED004738,2025-01-29,CLI17266,LOJ0104,Santos,Restaurante,1,40.44,concluido
PED004739,2025-01-11,CLI01955,LOJ0436,Campinas,Mercado,6,56.99,concluido
PED004740,2025-01-06,CLI09201,LOJ0097,São Paulo,Restaurante,1,"67,05",concluido
PED004741,17/01/2025,CLI03011,LOJ0313,Sorocaba,Restaurante,1,70.00,concluido
PED004742,2025-01-13,CLI17204,LOJ0343,Campinas,Restaurante,5,"R$ 116,87",concluido
PED004743,2025-01-09,CLI03704,LOJ0261,Campinas,Restaurante,4,40.95,concluido
PED004744,2025-01-16,CLI12004,LOJ0404,São Paulo,Restaurante,6,93.22,concluido
PED004745,2025-01-24,CLI11164,LOJ0195,São Paulo,Mercado,1,84.58,concluido
PED004746,2025-01-07,CLI05098,LOJ0100,São Paulo,Farmácia,4,102.05,concluido
PED004747,11/01/2025,CLI05976,LOJ0240,São Paulo,Restaurante,4,"115,56",concluido
PED004748,2025-01-30,CLI05348,LOJ0071,São Paulo,Restaurante,4,44.75,concluido
PED004749,2025-01-22,CLI13534,LOJ0272,São Paulo,Restaurante,5,128.18,concluido
PED004750,2025-01-02,CLI02065,LOJ0406,São Paulo,Restaurante,2,134.80,concluido
PED004751,2025-01-26,CLI07172,LOJ0437,SOROCABA,Restaurante,6,76.84,concluido
PED004752,2025-01-05,CLI08937,LOJ0084,Campinas,Farmácia,6,98.52,concluido
PED004753,12/01/2025,CLI11557,LOJ0283,São Paulo,Restaurante,7,"R$ 56,72",concluido
PED004754,2025-01-01,CLI17636,LOJ0097,Sorocaba,Restaurante,2,"108,96",concluido
PED004755,2025-01-01,CLI09035,LOJ0112,São Paulo,Mercado,1,52.47,concluido
PED004756,2025-01-12,CLI16472,LOJ0400,Campinas,Restaurante,3,47.12,concluido
PED004757,2025-01-02,CLI11529,LOJ0358,São Paulo,Restaurante,2,84.27,concluido
